epoch,global_step,train_loss,val_loss,val_r2,best_val_loss,best_epoch,patience_used,patience_limit
1,1250,0.36633013484477994,0.21894526481628418,0.7838635444641113,0.21894526481628418,1,0,8
2,2500,0.18608098477125168,0.17214851081371307,0.8300599455833435,0.17214851081371307,2,0,8
3,3750,0.1526097124040127,0.16793352365493774,0.834220826625824,0.16793352365493774,3,0,8
4,5000,0.1339963676929474,0.13562826812267303,0.8661116361618042,0.13562826812267303,4,0,8
5,6250,0.12336718377768993,0.12551143765449524,0.8760986924171448,0.12551143765449524,5,0,8
6,7500,0.11344991708099843,0.1200665831565857,0.8814737200737,0.1200665831565857,6,0,8
7,8750,0.10734424690306187,0.11529877781867981,0.8861803412437439,0.11529877781867981,7,0,8
8,10000,0.10213513675034046,0.1132870689034462,0.8881662487983704,0.1132870689034462,8,0,8
9,11250,0.09600604656636715,0.10714114457368851,0.8942333459854126,0.10714114457368851,9,0,8
10,12500,0.09389998869597913,0.12177105247974396,0.8797911405563354,0.10714114457368851,9,1,8
11,13750,0.09075379663705826,0.09652841836214066,0.9047099351882935,0.09652841836214066,11,0,8
12,15000,0.0869938618183136,0.10290403664112091,0.8984161019325256,0.09652841836214066,11,1,8
13,16250,0.08542013164460659,0.09910735487937927,0.9021640419960022,0.09652841836214066,11,2,8
14,17500,0.0818356543123722,0.09097941964864731,0.9101877212524414,0.09097941964864731,14,0,8
15,18750,0.07988650289475918,0.09115805476903915,0.9100114107131958,0.09097941964864731,14,1,8
16,20000,0.078771021220088,0.09209286421537399,0.9090885519981384,0.09097941964864731,14,2,8
17,21250,0.07661083310842515,0.08913598209619522,0.9120075106620789,0.08913598209619522,17,0,8
18,22500,0.07416929659843445,0.09886302053928375,0.9024052619934082,0.08913598209619522,17,1,8
19,23750,0.07341485503911972,0.08890002220869064,0.9122404456138611,0.08890002220869064,19,0,8
20,25000,0.07307615258246661,0.08395013213157654,0.9171268343925476,0.08395013213157654,20,0,8
21,26250,0.07144506950825452,0.08379670232534409,0.9172782897949219,0.08379670232534409,21,0,8
22,27500,0.0698990985378623,0.08576373010873795,0.9153364896774292,0.08379670232534409,21,1,8
23,28750,0.06873203198462725,0.08333797752857208,0.9177311658859253,0.08333797752857208,23,0,8
24,30000,0.06880782689154148,0.09124114364385605,0.9099293947219849,0.08333797752857208,23,1,8
25,31250,0.06620318694710732,0.08268579095602036,0.9183749556541443,0.08268579095602036,25,0,8
26,32500,0.0668468874141574,0.08220139890909195,0.9188531637191772,0.08220139890909195,26,0,8
27,33750,0.06504159524738788,0.0800885483622551,0.9209388494491577,0.0800885483622551,27,0,8
28,35000,0.06343749876767397,0.08975617587566376,0.9113953113555908,0.0800885483622551,27,1,8
29,36250,0.06257888865917921,0.07853902876377106,0.9224685430526733,0.07853902876377106,29,0,8
30,37500,0.06294490231573582,0.07970444113016129,0.9213180541992188,0.07853902876377106,29,1,8
31,38750,0.061915959438681605,0.08291610330343246,0.918147623538971,0.07853902876377106,29,2,8
32,40000,0.06168551923632622,0.08450449258089066,0.9165796041488647,0.07853902876377106,29,3,8
33,41250,0.060325904627144336,0.08057331293821335,0.9204603433609009,0.07853902876377106,29,4,8
34,42500,0.0609402023524046,0.07667740434408188,0.9243062734603882,0.07667740434408188,34,0,8
35,43750,0.05961595386713743,0.07413341850042343,0.9268175959587097,0.07413341850042343,35,0,8
36,45000,0.05922866824418306,0.08044873178005219,0.9205833077430725,0.07413341850042343,35,1,8
37,46250,0.058722339652478694,0.08782236278057098,0.9133042693138123,0.07413341850042343,35,2,8
