# frequency (Hz), magnitude (V), phase (rad), excitation=5.0V
2.070000000458094291e+05,5.110227460425639627e-03,2.815418834248699653e+00
2.070134144105395535e+05,4.340373696708275074e-03,2.483143976592312452e+00
2.070267478302412201e+05,3.789778629439302052e-03,2.788845662037586770e+00
2.070401658329501515e+05,4.539259947576400507e-03,2.756760046201625070e+00
2.070535372240556171e+05,4.182917526029959580e-03,2.617083418803813011e+00
2.070668692795152310e+05,3.870194283305157090e-03,2.640363216446436567e+00
2.070802859179821098e+05,3.980801291794946670e-03,2.736711256014127347e+00
2.070936216114205308e+05,4.368522659694135807e-03,2.684178303028047274e+00
2.071070416604925413e+05,4.374670906595597847e-03,2.669206228560373262e+00
2.071203805371624185e+05,4.212161367952954420e-03,2.657772104704413163e+00
2.071338042242132360e+05,3.599488533165267224e-03,2.700042841203018629e+00
2.071471467388619203e+05,3.509781662951517479e-03,2.684710015767949542e+00
2.071605565561185358e+05,3.407736780096406494e-03,2.809865524682831683e+00
2.071738961149094393e+05,3.352337025384499562e-03,2.862563338938455715e+00
2.071873200293339323e+05,3.215242261283733898e-03,2.997305551574150684e+00
2.072006629987299675e+05,3.553773951509913483e-03,2.936821784627091869e+00
2.072140075597417308e+05,3.803239117459914116e-03,-2.984993672109454987e+00
2.072274369311344344e+05,3.780135996394416199e-03,3.095106122717604880e+00
2.072407849027513294e+05,4.903263621180257124e-03,-2.838722856562074348e+00
2.072541553843620932e+05,5.915450561124395261e-03,-3.036232366460947851e+00
2.072675833915127441e+05,6.130786028080273398e-03,-3.049412631729131906e+00
2.072809302262612619e+05,6.857056922280068550e-03,-3.073519939304572901e+00
2.072942786526255077e+05,7.364033866447904607e-03,3.140754281230574652e+00
2.073077118893706938e+05,7.635026234452206399e-03,3.100415154434867038e+00
2.073210637263400713e+05,8.283989040330551681e-03,3.105274022770358577e+00
2.073344176096725278e+05,8.336528129126852607e-03,-3.098488539952040988e+00
2.073478558486385737e+05,9.789492020127818148e-03,-3.048480714839960637e+00
2.073611819923826260e+05,9.783046427860956837e-03,-3.111810089727199191e+00
2.073746172754908912e+05,1.060173963969710323e-02,3.112284668207267124e+00
2.073879713861970231e+05,1.083198828884378295e-02,3.111940558028122528e+00
2.074013273158925585e+05,1.172162867787541508e-02,3.126024190562346483e+00
2.074146850645774975e+05,1.386065736069024869e-02,-3.067026843988212459e+00
2.074281271688960260e+05,1.472974203915875489e-02,-3.106382544501703258e+00
2.074414883281860966e+05,1.884502850444706376e-02,-3.100753799302362612e+00
2.074548579003021587e+05,2.239818031275244564e-02,3.085109304149071807e+00
2.074682158763607731e+05,2.595556089310371850e-02,2.984416027330136334e+00
2.074815756714087911e+05,2.894012881381747421e-02,2.862741414982880261e+00
2.074950200494640740e+05,3.191922877270979980e-02,2.771114039485687464e+00
2.075083832551172236e+05,3.349861327037496200e-02,2.754142498616078072e+00
2.075217482797597768e+05,4.405061160294671679e-02,2.916749439626391549e+00
2.075351148960180581e+05,4.064220508569687390e-02,3.033514155557020864e+00
2.075484833312657429e+05,9.515135286793269254e-02,3.051139424684324641e+00
2.075618915569066303e+05,1.358410357936287727e-01,3.070745004916247023e+00
2.075752570362965344e+05,1.367532883399901200e-01,-3.120376866334690025e+00
2.075886241073021665e+05,1.684102231894527846e-01,2.679644811718240316e+00
2.076019929972972022e+05,3.151486534860520328e-01,-2.738450668201189764e+00
2.076153634789079661e+05,3.766678883167363101e-01,2.860773439145992469e+00
2.076287357795081334e+05,4.063274367484236427e-01,2.970992451912175092e+00
2.076421098990977043e+05,4.242033691344343493e-01,-2.557900741188394278e+00
2.076554785617190646e+05,4.615902357243220067e-01,1.198396384819753635e+00
2.076689327168423915e+05,4.760511404040561056e-01,-2.140090276626842147e+00
2.076823054721899098e+05,5.731641944144356682e-01,6.766905520476699243e-01
2.076956798191531561e+05,5.837208710936001577e-01,2.068941184412548928e+00
2.077090562124794815e+05,6.501272870362748701e-01,2.717623861097256288e+00
2.077224339700478595e+05,6.211531499846906224e-01,2.662342042967564826e+00
2.077358135466056410e+05,7.102727719453308941e-01,2.298249114499420376e+00
2.077491949421528261e+05,7.304495878002271736e-01,2.400324319283071439e+00
2.077625197216548258e+05,7.623419440877809983e-01,2.655923187113367057e+00
2.077758979339705547e+05,7.896000805156248026e-01,2.623561196107382809e+00
2.077892779652756872e+05,8.131958302826619578e-01,2.335828500366744276e+00
2.078026598155702231e+05,8.388265338781666358e-01,2.223359755450184494e+00
2.078160434848541627e+05,8.676748513792593709e-01,2.320174005674010775e+00
2.078294287457538303e+05,8.928300602350254245e-01,2.229334830245752297e+00
2.078428155982692260e+05,9.116938504231544282e-01,2.290545841221902190e+00
2.078561838061432354e+05,9.354920207152414013e-01,2.348194646790449536e+00
2.078695679301745258e+05,9.583792186273190072e-01,2.455564384147322254e+00
2.078829536458215443e+05,9.771733056829027264e-01,2.556774892163300894e+00
2.078963409530842910e+05,9.990689392425847748e-01,2.656214020878148396e+00
2.079097300793364411e+05,1.016928634923625507e+00,2.773949100740258356e+00
2.079230378058127826e+05,1.037432880961105086e+00,2.891667799149508777e+00
2.079364305700437399e+05,1.049740333860092356e+00,2.972941968615067321e+00
2.079498246985167498e+05,1.027173341224902448e+00,2.983652585392900569e+00
2.079632320146629354e+05,9.557469559095911338e-01,2.754597145301126648e+00
2.079766234146518400e+05,1.020765203364954576e+00,1.900544794335454535e+00
2.079899331874912605e+05,1.123141798117209600e+00,2.829161389087678558e+00
2.080033279980852967e+05,1.069076996814405600e+00,2.414526924167624600e+00
2.080167246276687365e+05,1.152189196012991079e+00,2.670263514128283333e+00
2.080301228488679044e+05,1.090745672251327569e+00,2.590708823477636980e+00
2.080434394429175882e+05,1.144415071190693967e+00,2.058422358864139490e+00
2.080568906421831343e+05,1.194353379124698522e+00,2.265383766759767603e+00
2.080702042803750373e+05,1.228114544751013559e+00,2.404552347205349161e+00
2.080836029563215561e+05,1.172181675311061655e+00,2.063807127225961491e+00
2.080970034512574784e+05,1.252362411498944006e+00,1.640747818372505940e+00
2.081104055378091289e+05,1.291425388406491459e+00,1.761390850910526495e+00
2.081237259972112952e+05,1.309923720282393234e+00,1.894856769837011568e+00
2.081371317217417527e+05,1.219523487360216762e+00,1.570714484413607170e+00
